# c/a  E_0 (Ry)
#1.56 -269.60182649
1.57 -269.60272524
1.58 -269.60344393
1.59 -269.60398047
1.60 -269.60432804
1.61 -269.60448698
#1.61342  -269.6044983458 Fitted c/a and energy
1.62 -269.60445918
1.63 -269.60424538
1.64 -269.60384584
1.65 -269.60326155
1.66 -269.60248910

